tienda,nombre,precio_actual,precio_anterior,descuento_porcentaje,tamaño_botella,tipo_vino,pais_origen,region_origen,uva_varietal,url_producto,fecha_scraping,tiene_descuento,ml_botella,precio_por_ml,segmento_precio
Amazon,Jp Chenet Classic,275.0,0.37,,750 ML,Tinto,,,Merlot,https://www.amazon.com.mx/Tinto-Jp-Chenet-Classic-Merlot/dp/B003CG2NI6/ref=sr_1_53?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-53&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 20:42:36,False,750.0,0.3667,Medio-Bajo
Amazon,Apothic red 750,296.1,0.39,10.0,750000 ML,Tinto,,,,https://www.amazon.com.mx/Vino-Tinto-Apothic-Red-750/dp/B006AKN4LG/ref=sr_1_44?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-44&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 20:42:20,True,750000.0,0.0004,Medio-Bajo
Amazon,Portillo,309.0,25.75,,750 ML,Tinto,,Argentina,Malbec,https://www.amazon.com.mx/Tin-Portillo-Malbec-750/dp/B07LFKZT69/ref=sr_1_35?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-35&ufe=app_do%3Aamzn1.fos.db4f1a57-87f1-43c5-9a39-0cdca6036b57,2025-10-31 20:42:05,False,750.0,0.412,Medio
Amazon,Portillo,309.0,0.41,10.0,750 ML,Tinto,,Argentina,Merlot,https://www.amazon.com.mx/Vino-Tinto-Portillo-Merlot-750/dp/B00QLIQJ1Y/ref=sr_1_45?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-45&ufe=app_do%3Aamzn1.fos.db4f1a57-87f1-43c5-9a39-0cdca6036b57,2025-10-31 20:42:20,True,750.0,0.412,Medio
Amazon,Casal Mendes Espumoso Refrescante Frutal Notas De Piña Y Plátano Ideal Para Mariscos Pescados Bebidas Cócteles Cuerpo Equilibrado Alta Calidad Innovador Versátil,321.3,0.43,,750 ML,Rosado,,Europa,,https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MTo0OTY3MDEyMDcxMTc0Njc5OjE3NjE5NjQ4NTM6c3BfbXRmOjMwMDY5NTIyNjk3NDUwMjo6MDo6&url=%2FCasal-Mendes-Refrescante-Equilibrado-Innovador%2Fdp%2FB0DP5FZ7C9%2Fref%3Dsr_1_24_sspa%3Fdib%3DeyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU%26dib_tag%3Dse%26keywords%3Dvino%26qid%3D1761964853%26sr%3D8-24-spons%26ufe%3Dapp_do%253Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,2025-10-31 20:41:44,False,750.0,0.4284,Medio
Amazon,MARTINI Espumoso Asti de Frescura y Calidad Producto de la familia Bacardí,334.0,0.45,35.0,750 ML,,,,,https://www.amazon.com.mx/Vino-Espumoso-Martini-Asti-750/dp/B017HJBZ3W/ref=sr_1_29?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-29&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 20:41:56,True,750.0,0.4453,Medio
Amazon,ESPUMOSO MARTINI PROSECCO Espumoso Frescura y Calidad Producto de la familia BacardíMartini Prosecco 750 ml,334.0,0.45,35.0,750 ML,,,,,https://www.amazon.com.mx/MARTINI-Prosecco-Espumoso-Frescura-Producto/dp/B00BUZHWJ6/ref=sr_1_49?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-49&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 20:42:26,True,750.0,0.4453,Medio
Amazon,Monte Xanic Calixa,376.0,0.5,27.0,750 ML,Tinto,,,Syrah,https://www.amazon.com.mx/Monte-Xanic-Calixa-Syrah-tinto/dp/B087MXX9QH/ref=sr_1_38?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-38&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 20:42:10,True,750.0,0.5013,Medio
Amazon,Bread & Butter,379.0,0.51,10.0,750 ML,,,"California, EUA",Cabernet Sauvignon,https://www.amazon.com.mx/Bread-Butter-Cabernet-Sauvignon/dp/B08TX6FYYP/ref=sr_1_17?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-17,2025-10-31 20:41:33,True,750.0,0.5053,Medio
Amazon,Stella Rosa Black - -,380.0,0.51,11.0,750 ML,Tinto,,,,https://www.amazon.com.mx/Vino-Stella-Rosa-Black-Tinto/dp/B01N1N9IJN/ref=sr_1_32?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-32&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 20:42:01,True,750.0,0.5067,Medio
Amazon,Mariatinto - Línea Sang Bleu Francia 2022 - Elaborado con Uvas y Cinsault - Contenido: 1 botella de 750 mililitros,421.6,0.56,15.0,750000 ML,Tinto,,,Syrah,https://www.amazon.com.mx/Mariatinto-Elaborado-Grenache-Contenido-mililitros/dp/B0CLHCDZV8/ref=sr_1_40?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-40,2025-10-31 20:42:11,True,750000.0,0.0006,Medio
Amazon,Mariatinto - Línea Sang Bleu Francia 2022 - Elaborado con Uvas y Cinsault - Contenido: 1 botella de 750 mililitros,421.6,0.56,15.0,750000 ML,Tinto,,,Syrah,https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MTo0OTY3MDEyMDcxMTc0Njc5OjE3NjE5NjQ4NTM6c3BfYnRmOjMwMDE2MDY0NjYzNzAwMjo6MDo6&url=%2FMariatinto-Elaborado-Grenache-Contenido-mililitros%2Fdp%2FB0CLHCDZV8%2Fref%3Dsr_1_58_sspa%3Fdib%3DeyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU%26dib_tag%3Dse%26keywords%3Dvino%26qid%3D1761964853%26sr%3D8-58-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2025-10-31 20:42:42,True,750000.0,0.0006,Medio
Amazon,Casa Madero 2V Chenin Blanc -,430.66,0.57,,750 ML,Blanco,,,Chardonnay,https://www.amazon.com.mx/Blanco-Casa-Madero-Chardonnay-Chenin/dp/B07G7XCJS2/ref=sr_1_43?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-43&ufe=app_do%3Aamzn1.fos.db4f1a57-87f1-43c5-9a39-0cdca6036b57,2025-10-31 20:42:17,False,750.0,0.5742,Medio
Amazon,PACK 3 BOTELLAS CUATRO SOLES (CABERNET ZINFANDEL),449.0,0.2,10.0,2250000 ML,,,,Merlot,https://www.amazon.com.mx/BOTELLAS-CUATRO-SOLES-CABERNET-ZINFANDEL/dp/B08T5VN86Z/ref=sr_1_18?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-18,2025-10-31 20:41:33,True,2250000.0,0.0002,Medio
Amazon,Marques de Griñon DO Rueda Verdejo,472.0,0.63,,750000 ML,Tinto,,Rueda,,https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MTo0OTY3MDEyMDcxMTc0Njc5OjE3NjE5NjQ4NTM6c3BfbXRmOjMwMDc4NzQ4MTE1MTEwMjo6MDo6&url=%2FMarques-Gri%25C3%25B1on-DO-Rueda-Verdejo%2Fdp%2FB09QHHKHLF%2Fref%3Dsr_1_23_sspa%3Fdib%3DeyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU%26dib_tag%3Dse%26keywords%3Dvino%26qid%3D1761964853%26sr%3D8-23-spons%26ufe%3Dapp_do%253Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,2025-10-31 20:41:43,False,750000.0,0.0006,Medio
Amazon,- Ensamble Arenal,475.0,0.63,,750 ML,Tinto,,,,https://www.amazon.com.mx/Vino-tinto-Ensamble-Arenal-750/dp/B088GM2ZVM/ref=sr_1_37?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-37&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 20:42:06,False,750.0,0.6333,Medio
Amazon,Marqués de Griñón Rioja Crianza (),486.0,0.65,,750 ML,Tinto,,Rioja,,https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MTo0OTY3MDEyMDcxMTc0Njc5OjE3NjE5NjQ4NTM6c3BfbXRmOjMwMDQzNzIzOTkwNjYwMjo6MDo6&url=%2FMarques-Gri%25C3%25B1on-DO-Rioja-Crianza%2Fdp%2FB09QHJQLBK%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU%26dib_tag%3Dse%26keywords%3Dvino%26qid%3D1761964853%26sr%3D8-22-spons%26ufe%3Dapp_do%253Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,2025-10-31 20:41:39,False,750.0,0.648,Medio
Amazon,Motto Backbone California,490.0,0.65,,750 ML,Tinto,,,Cabernet Sauvignon,https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MTo0OTY3MDEyMDcxMTc0Njc5OjE3NjE5NjQ4NTM6c3BfbXRmOjMwMDU0Mjc4NjU5MjYwMjo6MDo6&url=%2FMotto-Backbone-Cabernet-Sauvignon%2Fdp%2FB09P4FQTLC%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU%26dib_tag%3Dse%26keywords%3Dvino%26qid%3D1761964853%26sr%3D8-21-spons%26ufe%3Dapp_do%253Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,2025-10-31 20:41:38,False,750.0,0.6533,Medio
Amazon,Casa Madero Shiraz,490.0,0.65,,750 ML,Tinto,,,,https://www.amazon.com.mx/Vino-Tinto-Casa-Madero-Shiraz/dp/B07G3GM288/ref=sr_1_52?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-52,2025-10-31 20:42:31,False,750.0,0.6533,Medio
Amazon,BALERO - Balero Elaborado con Uvas Merlot Grenache y Marselan Contenido: 1 botella de 750 mililitros Región: Baja California,509.0,0.68,5.0,750000 ML,Tinto,México,,Cabernet Sauvignon,https://www.amazon.com.mx/BALERO-Elaborado-Sauvignon-mililitros-California/dp/B07FKXBWZ3/ref=sr_1_19?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-19&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 20:41:35,True,750000.0,0.0007,Medio-Alto
Amazon,Casa Madero 3V Elaborado con Uvas Merlot y Tempranillo Contenido: 1 Botella de 750 Mililitros,515.0,0.69,,1000 ML,Tinto,México,,Cabernet Sauvignon,https://www.amazon.com.mx/Madero-Cabernet-Sauvignon-Merlot-Tempranillo/dp/B07H64GTCH/ref=sr_1_6?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-6&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 20:41:11,False,1000.0,0.515,Medio-Alto
Amazon,Casa Madero,515.0,0.69,,750 ML,Tinto,,,Malbec,https://www.amazon.com.mx/Vino-Tinto-Casa-Madero-Malbec/dp/B07G75NDH3/ref=sr_1_51?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-51&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 20:42:32,False,750.0,0.6867,Medio-Alto
Amazon,Casa Madero 3V Ensamble,528.04,0.7,,,Tinto,,,,https://www.amazon.com.mx/Casa-Madero-Vino-Tinto-Ensamble/dp/B0DK3Y84L1/ref=sr_1_54_f3_0o_justo?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-54,2025-10-31 20:42:36,False,,,Medio-Alto
